base_id	solapa	campo_logico	hoja	columna	encabezado	tipo_esperado	valores_incluidos	notas
digital	Digital	dig_campana	Digital	A	Nombre campaña | Digital	texto		
digital	Digital	dig_jm_gcba	Digital	B	JM | GCBA | POLICIA	texto		
digital	Digital	dig_id_cuenta	Digital	T	ID Cuentas	texto		join entre solapas
digital	Digital	dig_fecha_inicio	Digital	E	Fecha de inicio	fecha		
digital	Digital	dig_fecha_fin	Digital	F	Fecha de fin	fecha		
digital	Digital	dig_impresiones	Digital	H	Impresiones	numero		
digital	Digital	dig_alcance	Digital	I	Alcance	numero		
digital	Digital	dig_frecuencia	Digital	J	Frecuencia	numero		
digital	Digital	dig_views	Digital	K	Views	numero		
digital	Digital	dig_vtr	Digital	L	VTR	numero		
digital	Digital	dig_clics	Digital	M	Clics en el enlace totales	numero		
digital	Digital	dig_ctr	Digital	O	CTR	numero		
digital	Digital	dig_impresiones_social	Digital	U	Impresiones Social	numero		
digital	Directa Mail	mail_id_cuenta	Directa Mail	A	ID Cuentas	texto		join entre solapas
digital	Directa Mail	mail_campana	Directa Mail	H	Nombre campaña | Directa	texto		
digital	Directa Mail	mail_enviados	Directa Mail	M	Enviados	numero		
digital	Directa Mail	mail_entregados	Directa Mail	N	Entregados	numero		
digital	Directa Mail	mail_aperturas	Directa Mail	O	Aperturas	numero		
digital	Directa Mail	mail_or	Directa Mail	P	% OR	numero		
digital	Directa Mail	mail_clics	Directa Mail	Q	Clics	numero		
digital	Directa Mail	mail_ctor	Directa Mail	R	% CTOR	numero		
digital	Directa Mail	mail_area	Directa Mail	T	Área	texto		
digital	Directa SMS	sms_id_cuenta	Directa SMS	A	ID cuentas	texto		join entre solapas
digital	Directa SMS	sms_campana	Directa SMS	E	Nombre campaña | Directa	texto		
digital	Directa SMS	sms_fecha	Directa SMS	D	Fecha de envio	fecha		
digital	Directa SMS	sms_enviados	Directa SMS	F	Enviados	numero		
digital	Directa SMS	sms_entregados	Directa SMS	G	Entregados	numero		
digital	Directa SMS	sms_ent_pct	Directa SMS	H	% Entregados	numero		
digital	Directa SMS	sms_clics	Directa SMS	I	Clics	numero		
digital	Directa IVR	ivr_id_cuenta	Directa IVR	A	ID cuentas	texto		join entre solapas
digital	Directa IVR	ivr_campana	Directa IVR	I	Nombre campaña | Directa	texto		
digital	Directa IVR	ivr_inicio	Directa IVR	D	Inicio	fecha		
digital	Directa IVR	ivr_fin	Directa IVR	E	Fin	fecha		
digital	Directa IVR	ivr_audiencia	Directa IVR	J	Audiencia	numero		
digital	Directa IVR	ivr_llamados	Directa IVR	K	Llamados Realizados	numero		
digital	Directa IVR	ivr_atendidos	Directa IVR	L	Llamados Atendidos	numero		
digital	Directa IVR	ivr_at_pct	Directa IVR	M	% Atendidos	numero		
digital	Directa IVR	ivr_e75	Directa IVR	N	Escucharon +75%	numero		
digital	Directa IVR	ivr_e75_pct	Directa IVR	O	% +75%	numero		
digital	Directa IVR	ivr_marque1	Directa IVR	P	Marque 1	numero		
digital	Directa IVR	ivr_marque1_pct	Directa IVR	Q	% Marque 1	numero		
digital	Alcance	alc_id_cuenta	Alcance	A	ID Cuentas	texto		join entre solapas
digital	Alcance	alc_alcance	Alcance	B	Alcance	numero		
digital	Alcance	alc_frecuencia	Alcance	C	Frecuencia	numero		
digital	Seguimiento digital	sd_id_cuenta	Seguimiento digital	A	ID Cuentas	texto		join entre solapas
digital	Seguimiento digital	sd_campana_cuentas	Seguimiento digital	B	Nombre campaña | Cuentas	texto		
digital	Seguimiento digital	sd_campana_digital	Seguimiento digital	C	Nombre campaña | Digital	texto		
digital	Seguimiento digital	sd_fecha_inicio	Seguimiento digital	L	Fecha de inicio	fecha		
digital	Seguimiento digital	sd_pauta_google	Seguimiento digital	T	Google	numero		conteo de contenidos pauteados en Google, no monto
digital	Seguimiento digital	sd_pauta_prog	Seguimiento digital	U	Programmatic	numero		conteo de contenidos pauteados en Programmatic, no monto
digital	Seguimiento digital	sd_pauta_meta	Seguimiento digital	V	Meta	numero		conteo de contenidos pauteados en Meta, no monto
rdv	RVD JM-CM - ES	fecha_periodo	RVD JM-CM - ES	E	FECHA	fecha		filtro de período
rdv	RDV_otros_ministros	fecha_periodo	RDV_otros_ministros	E				fecha_periodo elegida en DIAG_FECHAS (Paso 2.3.1/2.3.2)
digital	Digital	fecha_periodo	Digital	E				fecha_periodo elegida en DIAG_FECHAS (Paso 2.3.1/2.3.2)
digital	Directa Mail	fecha_periodo	Directa Mail	F				fecha_periodo elegida en DIAG_FECHAS (Paso 2.3.1/2.3.2)
digital	Directa IVR	fecha_periodo	Directa IVR	D				fecha_periodo elegida en DIAG_FECHAS (Paso 2.3.1/2.3.2)
digital	Directa SMS	fecha_periodo	Directa SMS	D				fecha_periodo elegida en DIAG_FECHAS (Paso 2.3.1/2.3.2)
digital	Seguimiento digital	fecha_periodo	Seguimiento digital	L				fecha_periodo elegida en DIAG_FECHAS (Paso 2.3.1/2.3.2)
looker	resumen_metricas_dinamico	fecha_periodo	resumen_metricas_dinamico	C	fecha_inicio	fecha		filtro de período (elegida en FECHAS_seleccion.md)
looker	resumen_metricas_dinamico	id_cuenta	resumen_metricas_dinamico	A	id_cuentas	texto		join con Seguimiento Digital (Paso 2.4)
looker	resumen_metricas_dinamico	post_meta	resumen_metricas_dinamico	AD	pieza_meta	texto		URL del posteo de Facebook de la campaña — candidato para post_camp1-3 dinámico
m2	Cuentas	id_cuenta	Cuentas	A	ID Cuentas	texto		
m2	Cuentas	campana	Cuentas	D	Campaña	texto		
m2	Cuentas	estado	Cuentas	J	Estado campaña	texto		mapeada "Estado campaña" (J), no "Estado" (V) — las dos columnas coexisten en la hoja
m2	Cuentas	eje	Cuentas	K	Eje	texto		
m2	Cuentas	area	Cuentas	L	Área	texto		
digital	Directa Mail	mail_estado	Directa Mail	D	Estado		Implementado, En curso	lista blanca — ver D-21
digital	Directa Mail	mail_tipo	Directa Mail	I	Tipo de mail			Convocatoria / Confirmación / Agradecimiento — corte del envío de convocatoria (VALIDACION §3.3)
digital	Directa Mail	mail_remitente	Directa Mail	G	Mail remitente			corte JM/GCBA de mail — jorge.macri@buenosaires.gob.ar es JM, el resto GCBA (Pedido-1)
digital	Seguimiento digital	sd_fecha_fin	Seguimiento digital	M	Fecha de fin	fecha		el extremo derecho del rango de R-14
digital	Seguimiento digital	sd_estado	Seguimiento digital	N	Estado	texto		estado de la campaña en el momento del informe — valores libres, cargados a mano
digital	Digital 2026 acumulado	acum_id_cuenta	Digital 2026 acumulado	A	Id	texto		join entre solapas
digital	Digital 2026 acumulado	acum_campana	Digital 2026 acumulado	B	Nombre de la campaña	texto		
digital	Digital 2026 acumulado	acum_fecha_inicio	Digital 2026 acumulado	C	Fecha de inicio	fecha		extremo izquierdo del rango de R-14
digital	Digital 2026 acumulado	acum_fecha_fin	Digital 2026 acumulado	D	Fecha de fin	fecha		extremo derecho del rango de R-14
digital	Digital 2026 acumulado	acum_estado	Digital 2026 acumulado	E	Estado	texto		⚠ viene en MAYÚSCULAS (FINALIZADA/ACTIVA/PAUSADA/PENDIENTE) y R-10 no pliega el case
digital	Digital 2026 acumulado	acum_impresiones	Digital 2026 acumulado	F	Impresiones	numero		
digital	Digital 2026 acumulado	acum_views	Digital 2026 acumulado	G	Views	numero		el numerador del VTR derivable
digital	Digital 2026 acumulado	acum_clics	Digital 2026 acumulado	H	Clics	numero		
digital	Digital 2026 acumulado	acum_ctr	Digital 2026 acumulado	I	% CTR	numero		
digital	Digital 2026 acumulado	acum_frecuencia	Digital 2026 acumulado	J	Frecuencia	numero		
digital	Digital 2026 acumulado	acum_alcance	Digital 2026 acumulado	K	Alcance	numero		
digital	Digital 2026 acumulado	fecha_periodo	Digital 2026 acumulado	C	Fecha de inicio	fecha		fecha_periodo = Fecha de inicio (A.2/B.4)
digital	Digital	fecha_fin_periodo	Digital	F	Fecha de fin	fecha		R-16 — extremo derecho del solape
digital	Directa IVR	fecha_fin_periodo	Directa IVR	E	Fin	fecha		R-16 — el caso que motivó la regla: las campañas de Orden Público arrancan el 22 y 23/07 y la ventana empieza el 24
digital	Seguimiento digital	fecha_fin_periodo	Seguimiento digital	M	Fecha de fin	fecha		R-16 — extremo derecho del solape
digital	Digital 2026 acumulado	fecha_fin_periodo	Digital 2026 acumulado	D	Fecha de fin	fecha		R-16 — extremo derecho del solape
looker	Cuentas	fecha_periodo	Cuentas	C	fecha_inicio	fecha		fecha_inicio — extremo izquierdo de la ventana (_23)
looker	Cuentas	fecha_fin_periodo	Cuentas	D	fecha_fin	fecha		R-16 — extremo derecho del solape
looker	Cuentas	clave_ventana	Cuentas	A	id_cuentas	texto		clave del conjunto de pertenencia (_23) — encabezado real "id_cuentas"
looker	DIGITAL	clave_ventana	DIGITAL	A	Id cuentas	texto		clave del conjunto de pertenencia (_23) — encabezado real "Id cuentas"
looker	DIGITAL	nombre_campaña	DIGITAL	F	nombre_campaña	texto		corte JM/GCBA por R-23 — 36 filas vienen con la celda vacía
looker	DIGITAL	estado	DIGITAL	I	estado	texto		filtro `estado=Activa` — las 36 sin estado quedan afuera y la traza las cuenta (_22 Parte D)
looker	DIGITAL	Plataforma	DIGITAL	B	Plataforma	texto		desglose de R-24 — ocho valores distintos, `Twitch ` con un espacio al final
looker	DIGITAL	Impresiones	DIGITAL	C	Impresiones	numero		la métrica de los seis imp_* — medida numérica: 4888 number, 15 vacías, cero texto (10/08)
reuniones	Agenda JM	id_cuenta	Agenda JM	A	ID	texto		clave del encuentro — la nombra SOLAPAS.campo_id_cuenta (D-30)
reuniones	Agenda JM	cc_base_total	Agenda JM	U	Base total	numero		"Base total" — el BBDD de teléfonos del iceberg. V-90: = Base enviada de looker/CC
reuniones	Agenda JM	cc_base_discada	Agenda JM	V	Base discada	numero		"Base discada" — la base llamada del iceberg. V-90: = Base barrida de looker/CC
reuniones	Agenda JM	cc_contactados	Agenda JM	W	Contactados	numero		"Contactados"
reuniones	Agenda JM	cc_contactados_pct	Agenda JM	X	% Cont.	numero		"% Cont." — viene como fracción (0,2920), formato `fraccion`
reuniones	Agenda JM	cc_efectivos	Agenda JM	Y	Efectivos	numero		"Efectivos"
reuniones	Agenda JM	cc_efectivos_pct	Agenda JM	Z	% Efect.	numero		"% Efect." — fracción
reuniones	Agenda JM	imp_totales	Agenda JM	AA	Impresiones totales	numero		"Impresiones totales" — V-88: el bloque PRE del deck entero en una fila (San Cristóbal 42.500 exacto)
reuniones	Agenda JM	alc_potencial	Agenda JM	AG	Alcance potencial	numero		"Alcance potencial" — el alcance objetivo del iceberg
reuniones	Agenda JM	alc_cobertura_pct	Agenda JM	AH	% Cobertura	numero		"% Cobertura" — ⚠ sale 0 en las 14 filas donde Habitantes es el texto "Revisar" (las de eje). Por eso su marcador lleva filtro !=0. ⚠ `2026-08-14_1`: PUEDE PASAR DE 100% (Retiro POST 47.753/41.475 = 115%). Ningún marcador la acota a 1 — acotarla publica 100% donde la medición dice 115% y nadie se entera
reuniones	Agenda JM | Post	id_cuenta	Agenda JM | Post	A	ID	texto		mismo ID que la PRE — la clave del par es (ID, solapa), C-50
reuniones	Agenda JM	alc_real	Agenda JM	AF	Alcance manual	numero		"Alcance manual" — alcance del encuentro, y es el de META: verificado como denominador de Frecuencia Meta (25.099/1.412 = 17,775) y de Frecuencia estimada (42.500/1.412 = 30,099). ⚠ es copia a mano de Base_Digital!K (banda "Alcance Meta Convocatoria"): 0 fórmulas entre las dos, coinciden porque alguien las copió
reuniones	Agenda JM | Post	alc_real	Agenda JM | Post	G	Alcance	numero		"Alcance" — el mismo hecho que AF de la PRE. ⚠ la banda de la fila 1 lo rotula "Acumulado" y ESE RÓTULO ESTÁ MAL: el número sale de Base_Digital!Z, banda "Alcance Meta Post" (Retiro 47.753, exacto). Es el alcance de Meta, no un acumulado de las tres plataformas
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_id_cuenta	CAMPAÑAS_DESGLOCE_DIGITAL	B				clave del encuentro — la nombra SOLAPAS.campo_id_cuenta (D-30). Es la misma clave que V-21…V-26
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_plataforma	CAMPAÑAS_DESGLOCE_DIGITAL	F				el corte. Valores medidos 20/08: Meta 1840 · DV360 1678 · Google ads 1417 · TikTok 55 · Mercado Libre 27 · Twitter 12 · Twitch 5 · Uber 5 · 122 vacíos. OJO: se escriben así, con mayúscula y espacio — "Google ads", no "google"
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_impresiones	CAMPAÑAS_DESGLOCE_DIGITAL	O				V-21 (17.401) y V-23 (25.099) reproducidos exactos sobre el fixture del 20/08
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_visualizaciones	CAMPAÑAS_DESGLOCE_DIGITAL	P				el numerador de vtr. V-26 apunta acá
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_clics	CAMPAÑAS_DESGLOCE_DIGITAL	Q				el numerador de ctr. V-22 (496) y V-24 (778) reproducidos exactos
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_id_accion	CAMPAÑAS_DESGLOCE_DIGITAL	A				⚠ lo único que distingue dos filas por lo demás idénticas. 61 grupos duplicados / 135 filas de más sobre 5.161 (fixture 20/08)
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_campana	CAMPAÑAS_DESGLOCE_DIGITAL	E				⚠ acá vive el pre/post: "Agenda con 1 - 1 A 1 - X" contra "Agenda Post con 1 - 1 A 1 - X", misma cuenta y misma plataforma
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_fecha_inicio	CAMPAÑAS_DESGLOCE_DIGITAL	I				consumidor desde el 25/08: el `min` del Período de L-036 (post_periodo1-4, GRUPO_TEXTO). ⚠ el rango CRUZA MESES — las dos filas de Google ads de Retiro son mes=JULIO y mes=AGOSTO con el mismo inicio, así que un recorte por Mes partiría el encuentro
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_fecha_fin	CAMPAÑAS_DESGLOCE_DIGITAL	J				el candidato de u1_fecha_fin. Consumidor desde el 25/08: el `max` del Período de L-036 (post_periodo1-4, GRUPO_TEXTO)
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_estado	CAMPAÑAS_DESGLOCE_DIGITAL	K				⚠ los valores van en MAYÚSCULA — FINALIZADA 4338, PAUSADA 433, ACTIVA 229. Un filtro `estado=Activa` copiado de imp_* NO matchea acá (R-10 preserva mayúsculas)
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_ambito	CAMPAÑAS_DESGLOCE_DIGITAL	T				REVISAR — parece el corte de ámbito (el mismo que ambito=jm de imp_*), pero los valores de ESTA solapa no se midieron. Confirmar antes de filtrar
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_tipo_campana	CAMPAÑAS_DESGLOCE_DIGITAL	S				REVISAR — las filas del 1 a 1 de Parque Avellaneda y las de Retiro traen "RDV". Candidato para distinguir campaña de encuentro de campaña general
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_objetivo	CAMPAÑAS_DESGLOCE_DIGITAL	R				REVISAR — las cinco filas del 1 a 1 traen "ALCANCE". Sin consumidor declarado
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_eje	CAMPAÑAS_DESGLOCE_DIGITAL	H				REVISAR — sin consumidor declarado
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_consumo	CAMPAÑAS_DESGLOCE_DIGITAL	N				REVISAR — sin consumidor declarado. Ningún token de las dos plantillas pide inversión
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_presupuesto	CAMPAÑAS_DESGLOCE_DIGITAL	M				REVISAR — ídem des_consumo
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_estado_2	CAMPAÑAS_DESGLOCE_DIGITAL	Y				REVISAR — ⚠ SEGUNDA columna llamada estado: K es "Estado" (FINALIZADA/PAUSADA/ACTIVA) y ésta es "estado", minúscula. No se sabe cuál manda ni si dicen lo mismo. D-31: la letra es la referencia, el título sólo testigo
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_campana_2	CAMPAÑAS_DESGLOCE_DIGITAL	V				REVISAR — ⚠ SEGUNDA columna de nombre: E es "Nombre Campaña" y de ahí sale el pre/post verificado. Ésta no se midió
looker	CC	clave_ventana	CC	A		texto		clave del conjunto de pertenencia (_23) — encabezado real "ID Cuentas", con D mayúscula y sin guión bajo, distinto de looker/Cuentas que escribe "id_cuentas"
looker	CC	lcc_base_barrida	CC	C		numero		⭐ ES «Base discada» del deck, pese al nombre. V-105: 4726+1285=6011 exacto contra lo publicado el 31/07. Con Base enviada (6.673) el porcentaje daría 28 y el deck dice 31 — V-66 lo decide solo
looker	CC	lcc_contactados	CC	D		numero		V-105: 1380+498=1878 exacto. Es también el numerador del 31 % de «Contactados»
looker	CC	lcc_id_cuenta	CC	A		texto		la misma columna que clave_ventana, con otro nombre lógico: el CONTEO de «N campañas de Call Center» cuenta filas por esta columna (el molde es ivr_campanias, que hace CONTEO sobre ivr_id_cuenta). Sin consumidor hasta que X-28 decida el corte
looker	DIGITAL	Visualizaciones	DIGITAL	D	Visualizaciones	numero		X-39 — la métrica de los camp_*_vistas. La firma del _25 ya la medía en la columna D; lo que faltaba era la fila
looker	DIGITAL	Clics	DIGITAL	E	Clics	numero		X-39 — la métrica de los camp_*_clics; ídem
looker	DIGITAL	ldig_id_cuenta	DIGITAL	A	Id cuentas	texto		X-39 — el grano por cuenta de la solapa (D-30). Misma columna que clave_ventana, otro nombre lógico; el molde es lcc_id_cuenta del _27
looker	resumen_metricas_dinamico	meta_frecuencia	resumen_metricas_dinamico	L	meta_frecuencia	numero		frecuencia de Meta — la que V-109 midió en 1,737 junto a frecuencia_total (M) = 6,573. Fuente de camp_meta_frecuencia
digital	Directa Mail	mail_segmentacion	Directa Mail	J	Segmentacion	texto		la audiencia/segmento de cada envio — TEXTO. Fuente de los camp_env*_aud de L-047 (X-35). Medido: 0 de 2877 filas numericas
reuniones	Agenda JM | Post	fecha_periodo	Agenda JM | Post	E	Fecha	fecha		"Fecha" — la del encuentro. ⚠ NO recorta: reuniones es modo_periodo=snapshot y leerFuente ignora la ventana. Se declara para que FILA la use en `separador` (X-35). 3 de 102 filas traen el texto "-" en vez de fecha
reuniones	Agenda JM | Post	poblacion	Agenda JM | Post	F	Habitantes	numero		"Habitantes" — mismo campo lógico que rdv/RVD JM-CM - ES!AB, que es donde nació. ⚠ 13 de 102 filas traen el texto "-": ahí una operación numérica devuelve sin_datos, que es correcto. Es el denominador de % Cobertura (I) = G/F, exacta en 89 de 89
reuniones	Agenda JM | Post	imp_totales	Agenda JM | Post	J	Impresiones totales	numero		"Impresiones totales" — el mismo campo lógico que AA de la PRE. Denominador de las dos identidades: % VTR (N) = M/J y % CTR (L) = K/J, exactas en 98 de 98
reuniones	Agenda JM | Post	figura	Agenda JM | Post	B	Funcionario	texto		"Funcionario" — mismo campo lógico que rdv/RVD JM-CM - ES!A. ⚠ En `jm` vale "Jorge Macri" en TODAS las filas, así que NO distingue una de otra: entra al nombre por decisión del usuario (25/08), no porque aporte a la clave
reuniones	Agenda JM | Post	barrio	Agenda JM | Post	C	Barrio / Comuna	texto		"Barrio / Comuna" — mismo campo lógico que rdv/RVD JM-CM - ES!B. Es lo que de verdad distingue una fila de otra en la tabla
reuniones	Agenda JM | Post	tipo_encuentro	Agenda JM | Post	D	Tipo			"Tipo" — "Uno a uno", "Encuentro Temático"… El deck del equipo lo publica adelante: «Uno a uno en Retiro (24/07)»
reuniones	Agenda JM | Post	vis_totales	Agenda JM | Post	M	Visualizaciones	numero		⚠ TÍTULO REPETIDO (M/R/W/AB): se lee POR POSICIÓN. M es el ACUMULADO; R/W/AB son Meta/Google/Programmatic y NO se mapean (digital manda). Numerador de % VTR = M/J. Testigo: M = R+W+AB, 66 de 66 evaluables
reuniones	Agenda JM | Post	vis_vtr_pct	Agenda JM | Post	N	% VTR	numero		⚠ TÍTULO REPETIDO (N/S/X/AC): se lee POR POSICIÓN. Viene como FRACCIÓN (0,30082), formato `fraccion` como los cc_*_pct. Identidad interna: N = M/J, exacta en 98 de 98 (fixture 20/08)
digital	CAMPAÑAS_DESGLOCE_DIGITAL	des_nomenclatura	CAMPAÑAS_DESGLOCE_DIGITAL	L				REVISAR — de acá sale el Formato de L-036 (Banners/Video). ⚠ campos variables separados por " | " y la POSICIÓN cambia por plataforma: Meta trae "…| Meta | 15 | Alcance |…" y Google "…| YouTube | Video | Vistas". Sin extractor todavía
