base_id	solapa	uso	origen	fila_encabezado	firma_encabezado	filas_datos	filas_crudas	filas_minimas	ventana_ref	campo_id_cuenta	notas
rdv	Tabla dinámica 23	ignorar	seed	1	primera vuelts	58	58				pivots
rdv	RDV_otros_ministros	fuente	seed	1	funcionario_principal_evento · barrio_evento · dia_evento · fecha_inicio_evento · hora_cita_evento · direccion_evento · Inscriptos · Asistentes · estado_evento	515	515				mapeada; base ajena, ojo con la firma
rdv	Cantidad de reuniones por franja horaria	derivada	seed	1		3	4				agregado
rdv	Para Revisar	ignorar	seed	1	Figura · Barrio · EVENTO · Día de la semana · FECHA · HORA · Dirección · One Page Entregado · STATUS REUNIÓN · Observaciones · Inscriptos · Mail · Call Center · IVR · RRSS · Difusión · Asistentes · Oradores anotados · Oradores que hablaron · Temas mas comentados · Semaforo politico · % de Asistencia · Direccion2 · Falta Informacion · ID · Comuna · Poblacion · p. Mujer · P. Varon · (km2) · (hab/km2) · Zona · Masculinos · Femeninos · 18-24 · 25-39 · 40-55 · 56-65 · 66+ · Sin identificar	740	740				copias de trabajo
rdv	Copia de Para Revisar 1	ignorar	seed	1	Figura · Barrio · EVENTO · Día de la semana · FECHA · HORA · Dirección · One Page Entregado · STATUS REUNIÓN · Observaciones · Inscriptos · Mail · Call Center · IVR · RRSS · Difusión · Asistentes · Oradores anotados · Oradores que hablaron · Temas mas comentados · % de Asistencia · Direccion2 · Falta Informacion · ID · Comuna · Poblacion · p. Mujer · P. Varon · (km2) · (hab/km2) · Zona · Masculinos · Femeninos · 18-24 · 25-39 · 40-55 · 56-65 · 66+ · Sin identificar	404	1404				copias de trabajo
rdv	Tabla dinámica 20	ignorar	seed	1	Barrio · COUNTA de Barrio	51	51				pivots
rdv	Tabla dinámica 19	ignorar	seed	1	COUNTA de Figura · Figura	52	52				pivots
rdv	Tabla dinámica 16	ignorar	seed	1	Columnas · #REF! · STATUS REUNIÓN	16	21				pivots
rdv	Copia de Para Revisar	ignorar	seed	1	Figura · Barrio · EVENTO · Día de la semana · FECHA · HORA · Dirección · One Page Entregado · STATUS REUNIÓN · Observaciones · Inscriptos · Mail · Call Center · IVR · RRSS · Difusión · Asistentes · Oradores anotados · Oradores que hablaron · Temas mas comentados · % de Asistencia · Direccion2 · Falta Informacion · ID · Comuna · Poblacion · p. Mujer · P. Varon · (km2) · (hab/km2) · Zona · Masculinos · Femeninos · 18-24 · 25-39 · 40-55 · 56-65 · 66+ · Sin identificar	333	333				copias de trabajo
rdv	Tabla dinámica 18	ignorar	seed	1	Figura · COUNTA de Figura	17	17				pivots
rdv	Tabla dinámica 14	ignorar	seed	1	Día de la semana · SUM de Asistentes · MAX de Asistentes · AVERAGE de Asistentes · COUNTA de Asistentes · Día de la semana · SUM de Asistentes · MAX de Asistentes · AVERAGE de Asistentes · COUNTA de Asistentes	8	8				pivots
rdv	Hoja 59	ignorar	seed	1	Barrio	49	49				hojas sueltas
rdv	Hoja 56	ignorar	seed	1	inscrptos · asistentes · mail · call canter · territorio · redes	5	5				hojas sueltas
rdv	Seguimiento	ignorar	manual	1	Equipo  solicitante · Pedido · Fecha de pedido · Fecha de entrega · Equipos involucrados en el proyecto · Temas  - Observaciones · Modo de presentación · Estado del pedido · Link al documento	19	19				sin decidir
rdv	RDV_JM_CM_ES	ignorar	manual	1	funcionario_principal_evento · barrio_evento · dia_evento · fecha_inicio_evento · hora_cita_evento · direccion_evento · Inscriptos · Asistentes · estado_evento	247	247				nombre casi idéntico al default — ¿duplicado?
rdv	Funcionarios / Ministros	referencia	manual	1	Figura · Barrio · EVENTO · Día de la semana · FECHA · HORA · Dirección · One Page Entregado · STATUS REUNIÓN · Observaciones	1011	1011				posible catálogo de personas — cruzar con PERSONAS_equivalencias.csv
rdv	Desplegables	ignorar	seed	1	Estado Campaña · Estado Respuesta · Implementadores viejos · Implementadores · Tipo de mail · Ministerios · Área · Eje · Remitente · Taggeo Campaña · Taggeo Gestion · Tipo de respuesta · Tipo herramientas · Link · Barrios · Dirigentes	50	50				validaciones y material suelto
rdv	Respuestas JM 📩	ignorar	manual	1	Comunicacion Directa | Tablero de respuestas Unicas	3693	3693				sin decidir
rdv	Backup respuestas	ignorar	seed	1	Comunicacion Directa | Tablero de respuestas Unicas	3882	3882				backup
rdv	Tabla dinámica 4	ignorar	seed	1	#REF!	1	1				pivots
rdv	Visualiz_respuestas_GCBA	derivada	seed	1	Estado · Fecha · Moderador · Respuesta del vecino · Respuesta  de GCBA · PPT O NO · Tipo respuesta Campaña · Eje Solicitud · Origen · Campaña · Asunto · Eje · Sub Eje · pieza (link crudo) · Mes · Pieza_imagen	17690	17690				vistas
rdv	Visualiz_respuestas_JM	derivada	seed	1	Estado · Fecha · Moderador · Respuesta del vecino · Respuesta  de GCBA · PPT O NO · Tipo respuesta Campaña · Eje Solicitud · Origen · Campaña · Asunto · Eje · Sub Eje · pieza (link crudo) · Mes · Pieza_imagen	12130	12130				vistas
rdv	Visualiz_mail	derivada	seed	1	Estado · Implementador · Fecha envio · Mail_remitente · Mail remitente · Campaña · Enviados · Entregados · Aperturas · % OR · Clics · % CTOR · Segmentacion · No apertores · Nomenclatura · Asunto · Eje · Area · Heramienta · Pieza	2640	2640				vistas
rdv	Visualiz_SMS	derivada	seed	1	Estado · Implementador · Fecha de envio · Cuenta · Campaña · Audiencia · Enviados · Entregados · %  Entregados · Segmentacion · ID Campaña · ID Envio · Eje · Area · Nomenclatura · Texto · Bitly	35	35				vistas
rdv	Organigrama	ignorar	seed	1	Rol · Mail · Eje	11	11				validaciones y material suelto
rdv	Mail propuesta	ignorar	seed	1	Informacion de la implementacion (manual por implementador · INFO QUE TRAE BASE MAILUP · Quedan por fuera de todas las bases · INFO QUE TRAE  POR ID BASE CUENTAS · Identificacion de campaña	722	1491				validaciones y material suelto
digital	Digital	ignorar	seed	1	Nombre campaña | Digital · JM | GCBA | POLICIA · Eje · Audiencia · Fecha de inicio · Fecha de fin · Estado · Impresiones · Alcance · Frecuencia · Views · VTR · Clics en el enlace totales · Clics (campañas de clics) · CTR · Costo · Presupuesto · Formatos · Tipo de campaña · ID Cuentas · Impresiones Social	1295	1298				R-22 (09/08): CONGELADA — sus 205 filas JM llegan a diciembre de 2025, cero datos de 2026. Era hoja_default; el default se movió a Seguimiento digital en la misma corrida
digital	Filter unificado	ignorar	seed	1	Fri Nov 28 2025 00:00:00 GMT-0300 (hora estándar de Argentina) · Fri Dec 05 2025 00:00:00 GMT-0300 (hora estándar de Argentina)	80	80				la fila 1 son dos fechas — no tiene encabezados
digital	EDV	referencia	seed	1	Información del encuentro · Mail · Digital · Call Center	291	291				funcionarios/figuras por fecha (confirmado por el usuario)
digital	Cuentas	fuente	seed	1	N° campaña · Sigla mes · Sigla área · Sigla pedido · ID Cuentas · Fecha de alta · Tipo de pedido · Campaña · Tipo de Campaña · Ejecutiva · Fecha de inicio · Fecha de fin · Mes de alta · Estado campaña · Eje · Área · Proyecto · Mes de inicio · Comentarios · Brief · Estrategia · PM · URL · Reporte · Remitente · Estado · Funcionario · Fecha · Barrio · Comuna · Tipo de evento · Validación Estado	3512	4399				catálogo maestro: ID Cuentas es clave única real (3.453 filas, 3.453 distintos, cero vacíos) — la única columna así en las cuatro bases
digital	Directa Mail	fuente	seed	1	ID Cuentas · ID MailUp · Listado de Mail · Estado · Implementador · Fecha envio · Mail remitente · Nombre campaña | Directa · Tipo de mail · Segmentacion · Nomenclatura · Pieza · Enviados · Entregados · Aperturas · % OR · Clics · % CTOR · Asunto · Área · Nombre campaña | Cuentas · Tag Orion Mail · Proyecto · Eje · ERROR	2222	2222				canales de directa
digital	Directa IVR	fuente	seed	1	ID cuentas · Estado · Implementador · Inicio · Fin · Dias · Vocero · Telefono · Nombre campaña | Directa · Audiencia · Llamados Realizados · Llamados Atendidos · % Atendidos · Escucharon  +75% · % +75% · Marque 1 · % Marque 1 · Segmentacion · Área · Eje · Audio · Mes	61	61				canales de directa
digital	Directa SMS	fuente	seed	1	ID cuentas · Estado · Implementador · Fecha de envio · Nombre campaña | Directa · Enviados · Entregados · % Entregados · Clics · % Clics · Segmentacion · Texto SMS · Link · Área	49	49				canales de directa
digital	CAMPAÑAS_DESGLOCE_DIGITAL	fuente	seed	1	Id accion · Id cuentas · Año · Mes · Nombre Campaña · Plataforma · Cuenta · Eje · Fecha inicio · Fecha fin · Estado · Nomenclatura · Presupuesto · Consumo · Impresiones · Visualizaciones · Clics · Objetivo · Tipo Campaña · JM | GCBA | POLICIA · Prioridad · nombre_campaña · eje · area · estado · proyecto	4904	4904			des_id_cuenta	fuente de los u1_* del "1 a 1" — impresiones, clics y visualizaciones por plataforma, con filtro Id cuentas + Plataforma (V-21 a V-26, consolidado 14/08). Repuesta a fuente el 14/08: el seed la tenía en ignorar por una medición de R-22 del 09/08 que venció. Mapeada el 21/08 (SEED_MAPEO_DESGLOCE_)
digital	Seguimiento digital	fuente	seed	1	ID Cuentas · Nombre campaña | Cuentas · Nombre campaña | Digital · Mes · JM | GCBA | POLICIA · Encargado PM · Tipo de campaña · Prioridad · Área · Eje · Audiencia · Fecha de inicio · Fecha de fin · Estado · BRIEF · PM · PLANI · URL · Comentarios · Google · Programmatic · Meta · X · TikTok · Twitter · Eje Cuentas · Proyecto · Área Cuentas	980	980				maestra de la unión del Paso 2.4
digital	m2 digital	derivada	seed	1	ID · Nombre de la campaña · Fecha de inicio · Fecha de fin · Estado · Impresiones · Alcance · Frecuencia · Views · % VTR · Clics · % CTR	43	1001				acumulados
digital	Digital 2026 acumulado	fuente	seed	1	Id · Nombre de la campaña · Fecha de inicio · Fecha de fin · Estado · Impresiones · Views · Clics · % CTR · Frecuencia · Alcance	715	1001				acumulado — fuente de la lámina de comunicaciones post (A.2/B.4, 07/08)
digital	Buscador por periodo digital	ignorar	seed	1	Periodo · Desde · Hasta	75	1002				R-22 (09/08): período tipeado a mano, vetada por R-02. vista con período manual en celda editable — no es fuente; ver VALIDACION_2026-07-31 §1.2
digital	Buscador por periodo directa	ignorar	seed	1	Periodo: · Desde · Hasta	72	1000				R-22 (09/08): período tipeado a mano, vetada por R-02. vista con período manual en celda editable — no es fuente; ver VALIDACION_2026-07-31 §1.2
digital	Mail per	ignorar	seed	0	(sin fila de títulos)	113	113				R-22 (09/08): período tipeado a mano, vetada por R-02. vista con período manual en celda editable — no es fuente; ver VALIDACION_2026-07-31 §1.2
digital	Alcance	fuente	seed	1	ID Cuentas · Alcance · Frecuencia · eje · area · nombre_campaña	776	776				usada por Union.gs
digital	RDV	ignorar	seed	1	Figura · Barrio · EVENTO · Día de la semana · FECHA · HORA · Dirección · One Page Entregado · STATUS REUNIÓN · Observaciones · Inscriptos · Mail · Call Center · IVR · RRSS · Difusión · Asistentes · Oradores anotados · Oradores que hablaron · Temas mas comentados · Semaforo politico · Síntesis cualitativa: · % de Asistencia · Direccion2 · Falta Informacion · ID	732	1363				⚠ duplica la base rdv — si se lee, hay doble conteo
digital	Nomalización de barrios	referencia	seed	1	Barrio/comuna · Funcionario · Barrio · Fecha · Estado · Enviados · Entregados · Aperturas · % OR · Clics · % CTOR · Habitantes · Alcance manual · Alcance potencial · % Cobertura · Frecuencia Meta · Impresiones Totales · Impresiones Social · Impresiones Google · Impresiones Programm · Clics DIG · % CTR · Base total · Base discada · Contactados · % Cont. · Efectivos · % Efect. · Audiencia · Llamados realizados · Llamados atendidos · % Atendidos · Escucharon +75% · % Escucha +75% · Marque 1	80	268				catálogos de normalización — útiles para el scoring del anclaje
digital	RDV JM 2 VECES	referencia	seed	1	Funcionario · Barrio · Fecha · Estado · Enviados · Entregados · Aperturas · % OR · Clics · % CTOR · Habitantes · Alcance manual · Alcance potencial · % Cobertura · Frecuencia Meta · Impresiones Totales · Impresiones Social · Impresiones Google · Impresiones Programm · Clics · % CTR · Base total · Base discada · Contactados · % Cont. · Efectivos · % Efect. · Audiencia · Llamados realizados · Llamados atendidos · % Atendidos · Escucharon +75% · % Escucha +75% · Marque 1	38	38				texto pegado — no es fuente ni control. No usar (Paso 2.9 Parte C.4; antes decía "usar para validar el scoring/umbral 0.6", ver docs/DISENO_match_temario.md §9).
digital	Metricas informe	ignorar	seed	1	nOMBRE · Barrio · Fecha · OR · Cobertura · CTR · Efectividad · Escucha +75%	2	2				R-22 (09/08): #REF! — fórmula rota que llega como texto
digital	INFORME	ignorar	seed	1	Nombre · Barrio · Fecha · Enviados · Entregados · Aperturas · Or · Clics · Habitantes · Alcance · Cobertura · Impresiones · Clics · Contactados · Efectivos · Llamados atendidos · Escucharon +75%	2	2				R-22 (09/08): #REF! — fórmula rota que llega como texto
digital	Limpia Fun	referencia	seed	1	Nombre · Barrio · Fecha 1ra vuelta · Enviados 1ra vuelta · Entregados 1ra vuelta · Aperturas 1ra vuelta · Or 1ra vuelta · Clics Directa 1ra vuelta · Habitantes 1ra vuelta · Alcance 1ra vuelta · Cobertura 1ra vuelta · Impresiones 1ra vuelta · Clics Digital 1ra vuelta · Contactados 1ra vuelta · Efectivos 1ra vuelta · Llamados atendidos 1ra vuelta · Escucharon +75% 1ra vuelta · Fecha 2da vuelta · Enviados 2da vuelta · Entregados 2da vuelta · Aperturas 2da vuelta · Or 2da vuelta · Clics Directa 2da vuelta · Habitantes 2da vuelta · Alcance 2da vuelta · Cobertura 2da vuelta · Impresiones 2da vuelta · Clics Digital 2da vuelta · Contactados 2da vuelta · Efectivos 2da vuelta · Llamados atendidos 2da vuelta · Escucharon +75% 2da vuelta	35	35				catálogos de normalización — útiles para el scoring del anclaje
digital	Barrio Hab	referencia	seed	1	Barrio · Habitantes	49	49				catálogos de normalización — útiles para el scoring del anclaje
looker	resumen_metricas_dinamico	fuente	seed	1	id_cuentas · nombre_campaña · fecha_inicio · fecha_fin · eje · area · estado · digital_impresiones · digital_visualizaciones · digital_clics · meta_alcance · meta_frecuencia · frecuencia_total · mails_enviados · mails_entregados · mails_aperturas · mails_clics · call_enviado · call_discado · call_contactados · call_efectivos · ivr_audiencia · ivr_realizados · ivr_atendidos · ivr_escucha75 · ivr_marque1 · sms_enviados · sms_entregados · sms_clics · pieza_meta · pieza_mail	957	957			id_cuenta	Paso 2.9 Parte C (S-01): QUERY() viva sobre Cuentas, no deriva de resumen_metricas — hoja_default
looker	resumen_metricas	derivada	seed	1	id_cuentas · nombre_campaña · fecha_inicio · fecha_fin · eje · area · estado · digital_impresiones · digital_visualizaciones · digital_clics · meta_alcance · meta_frecuencia · frecuencia_total · mails_enviados · mails_entregados · mails_aperturas · mails_clics · call_enviado · call_discado · call_contactados · call_efectivos · ivr_audiencia · ivr_realizados · ivr_atendidos · ivr_escucha75 · ivr_marque1 · sms_enviados · sms_entregados · sms_clics · pieza_meta · pieza_mail	957	957				Paso 2.9 Parte C (S-01): pegado de valores; devolvió 899 de 903 filas sin fecha
looker	Cuentas	fuente	seed	1	id_cuentas · nombre_campaña · fecha_inicio · fecha_fin · eje · area · estado · estado_cuentas	1012	1012				TABLA DE DIMENSIÓN, no de métricas (1.2 del 09/08): se usa para id_cuentas, nombre_campaña y los cortes que dependan de ellos. NINGÚN marcador toma un número de acá — las métricas de looker salen de resumen_metricas_dinamico (S-01) y de ningún otro lado. Vuelve a fuente porque el join de CC y DIGITAL la necesita y sin ella falla antes de leer una fila
looker	MAIL	ignorar	seed	1	ID cuentas · Enviados · Entregados · Aperturas · Clics	5864	5867				R-22 (09/08): sin columna de fecha y sin fila en MAPEO — ilegible para el motor
looker	IVR	ignorar	seed	1	ID cuentas · Audiencia · Llamados Realizados · Llamados Atendidos · Escucharon  +75% · Marque 1	195	195				R-22 (09/08): sin columna de fecha y sin fila en MAPEO — ilegible para el motor
looker	SMS	ignorar	seed	1	ID cuentas · Enviados · Entregados · Clics	97	97				R-22 (09/08): sin columna de fecha y sin fila en MAPEO — ilegible para el motor
looker	CC	fuente	seed	1	ID Cuentas · Base enviada · Base barrida · Contactados · Efectivos	1317	1317				detalle por canal, con ID cuentas
looker	DIGITAL	fuente	seed	1	Id cuentas · Plataforma · Impresiones · Visualizaciones · Clics · nombre_campaña · eje · area · estado	4904	4904		Cuentas		detalle por canal, con ID cuentas · ventana por referencia a Cuentas (_23): no tiene columna temporal propia
looker	ALCANCE	ignorar	seed	1	ID Cuentas · Alcance · Frecuencia · eje · area · nombre_campaña	776	776				R-22 (09/08): sin columna de fecha y sin fila en MAPEO — ilegible para el motor
looker	URLs	ignorar	seed	1	id_cuentas · nombre_campaña · pieza_mail · id_cuentas · nombre_campaña · pieza_meta	2221	2222				links a piezas creativas; además tiene id_cuentas y nombre_campaña duplicados en el encabezado
looker	Desglose Alcance	ignorar	seed	1	Nombre ok · Nombre digital · Plataforma · Alcance · Impresiones · Frecuencia · Clics · Visualizaciones · Alcance unificado	270	270				looker/ALCANCE ya da el alcance por cuenta
looker	Audiencias	referencia	seed	1	Segmentacion · Tipo · Audiencias Potenciales · Área	304	304				catálogo de segmentaciones
looker	Audiencias Conectadas	ignorar	seed	1	Id Cuenta · Campaña · Audiencia Sugerida · Descripcion · Personas C/Dato de Contacto · Categoria · Estado	2	2				1 fila de datos
looker	Desplegables	ignorar	seed	1	Tipo de pedido · Recategorización · Equipo · Estado · Recategorización	14	14				validaciones
m2	Cuentas	ignorar	seed	1	ID Cuentas · Fecha de alta · Tipo de pedido · Campaña · Tipo de Campaña · Ejecutiva · Fecha de inicio · Fecha de fin · Mes de alta · Estado campaña · Eje · Área · Proyecto · Mes de inicio · Comentarios · Brief · Estrategia · PM · URL · Reporte · Remitente · Estado	3512	3512				mismo universo que digital/Cuentas (3453 filas), que queda como fuente (Paso 2.12 Parte 2)
m2	Cuentas M2	fuente	seed	1	ID Cuentas · Fecha de alta · Tipo de pedido · Campaña · Tipo de Campaña · Ejecutiva · Fecha de inicio · Fecha de fin · Mes de alta · Estado campaña · Eje · Área · Proyecto · Mes de inicio · Comentarios · Brief · Estrategia · PM · URL · Reporte · Remitente · Estado	364	364				353 filas, encabezado fila 1 — dimensión de campañas M2
m2	Directa mail	derivada	seed	1	ID Cuentas · ID MailUp · Listado de Mail · Estado · Implementador · Fecha envio · Mail remitente · Nombre campaña | Directa · Tipo de mail · Segmentacion · Nomenclatura · Pieza · Enviados · Entregados · Aperturas · % OR · Clics · % CTOR · Asunto · Área · Nombre campaña | Cuentas · Tag Orion Mail · Proyecto · Eje · ERROR	2212	2212				espejo de digital/Directa Mail — ver Paso 2.10 Parte C
m2	Digital acumulado	derivada	seed	1	Id · Nombre de la campaña · Fecha de inicio · Fecha de fin · Estado · Impresiones · Alcance · Frecuencia · Views · Clics · % CTR	708	1000				acumulados
m2	Seguimiento digital	ignorar	seed	1	ID Cuentas · Nombre campaña | Cuentas · Nombre campaña | Digital · Mes · JM | GCBA | POLICIA · Encargado PM · Tipo de campaña · Prioridad · Área · Eje · Audiencia · Fecha de inicio · Fecha de fin · Estado · BRIEF · PM · PLANI · URL · Comentarios · Google · Programmatic · Meta · X · TikTok · Twitter · Eje Cuentas · Proyecto · Área Cuentas	980	980				copia exacta de la solapa homónima de digital, que queda como fuente (Paso 2.12 Parte 2)
m2	CAMPAÑAS_DESGLOCE_DIGITAL	ignorar	seed	1	Id accion · Id cuentas · Año · Mes · Nombre Campaña · Plataforma · Cuenta · Eje · Fecha inicio · Fecha fin · Estado · Nomenclatura · Presupuesto · Consumo · Impresiones · Visualizaciones · Clics · Objetivo · Tipo Campaña · JM | GCBA | POLICIA · Prioridad · nombre_campaña · eje · area · estado · proyecto	4891	4891				copia exacta de la solapa homónima de digital, que queda como fuente (Paso 2.12 Parte 2)
m2	Alcance	ignorar	seed	1	ID Cuentas · Alcance · Frecuencia · eje · area · nombre_campaña	769	769				copia exacta de la solapa homónima de digital, que queda como fuente (Paso 2.12 Parte 2)
m2	M2 Directa	ignorar	seed	1	ID cuentas · ID MailUp · Listado de Mail · Estado · Implementador · Fecha envio · Mail remitente · Nombre campaña | Directa · M2 · Segmentacion · Nomenclatura · Pieza · Enviados · Entregados · Aperturas · % OR · Clics · % CTOR · Asunto · Área · Nombre campaña | Cuentas · Tipo de mail · Proyecto · Eje · ERROR	35	35				sin fuente a la que engancharlas (m2 quedó sin_fuente, Paso 2.10 Parte C). Si la lista curada de campañas M2 vive en CAMPANAS, M2 Directa vuelve a fuente
m2	M2 digital	ignorar	seed	1	ID Cuentas · Nombre campaña | Cuentas · Nombre campaña | Digital · Mes · JM | GCBA | POLICIA · Encargado PM · Tipo de campaña · Prioridad · Área · Eje · Audiencia · Fecha de inicio · Fecha de fin · Estado · BRIEF · PM · PLANI · URL · Comentarios · Google · Programmatic · Meta · X · TikTok · Twitter · Eje · Proyecto · Área	72	72				sin fuente a la que engancharlas (m2 quedó sin_fuente, Paso 2.10 Parte C). Si la lista curada de campañas M2 vive en CAMPANAS, M2 Directa vuelve a fuente
m2	M2 periodo DIGITAL	referencia	seed	3	ID · Nombre de la campaña · Fecha de inicio · Fecha de fin · Estado · Impresiones · Alcance · Frecuencia · Views · % VTR · Clics · % CTR	15	2414				vista con período manual en celda editable — no es fuente; ver VALIDACION_2026-07-31 §1.2
m2	M2 periodo DIRECTA	referencia	seed	3	ID · Nombre de la campaña · Fecha de envio · Enviados · Entregados · Aperturas · OR% · Clics · % CTOR	27	29534				vista con período manual en celda editable — no es fuente; ver VALIDACION_2026-07-31 §1.2
m2	Mail per	referencia	seed	0	(sin fila de títulos)	133	133				vista con período manual en celda editable — no es fuente; ver VALIDACION_2026-07-31 §1.2
reuniones	Agenda JM	fuente	seed	2						id_cuenta	PRE — una fila por encuentro, 154 filas × 44 columnas al 14/08, ID único. Embudo de Call Center, Mail, IVR e impresiones por plataforma en la misma fila. De acá se mapea SÓLO el alcance (AF): las columnas de plataforma AJ-AR existen y NO se usan porque empatan exacto con digital/CAMPAÑAS_DESGLOCE_DIGITAL y digital manda (2026-08-14_1). Toda la solapa es carga a mano: 0 fórmulas en 44 columnas × 154 filas
reuniones	Agenda JM | Post	fuente	seed	2						id_cuenta	POST — 104 filas al 14/08, mismo ID que la PRE (C-50). Impresiones, clics y visualizaciones por plataforma en bandas Meta/Google/Programmatic (fila 1); los títulos de la fila 2 se repiten y NO alcanzan para nombrar una columna. El Alcance (G) NO es por plataforma y su banda "Acumulado" está mal rotulada: es el de Meta. Las columnas de plataforma no se mapean — digital manda. ⚠ sus % CTR y % VTR vuelven string en las filas en cero y number en las cargadas
reuniones	Agenda funcionarios	ignorar	seed	2							encuentros de otros funcionarios — mismo caso que rdv/RDV_otros_ministros, nadie los pide hoy
reuniones	Barrios	referencia	seed	1							habitantes por barrio y comuna — tabla de referencia, no fuente de métricas
reuniones	Base_Digital	referencia	seed	2							ESPEJO IMPORTRANGE de 1siyVJPV… · ocho bloques lado a lado, cada uno con su propia lista de ids (27 cols x 1.910 filas). ⚠ DESALINEAMIENTO PROBADO (15/08/2026): en su fila 3, col A = 1493-JUNJDGAG, col G = 1688-JULJDGAG, col M = 2411-DICJDGAG, col Q = 2723-MARJDGAG — leerla POR FILA mezcla cuatro encuentros distintos. Es el origen de lo que Agenda JM!AF y Agenda JM | Post!G traen copiado a mano. Su banda Alcance Meta Convocatoria (col J) cubre 24 de 25 Uno a uno y cierra contra alc_real. R-27: las únicas bandas de alcance son Meta Convocatoria (J-L) y Meta Post (Y-AA) — no hay de Google ni de Programmatic
reuniones	Desglose impresiones	ignorar	seed	1							ESPEJO IMPORTRANGE de 1siyVJPV… · 0 de 25 Uno a uno (medido 15/08/2026): sólo cubre Encuentro con vecinos. Tres pares (id, impresiones) lado a lado con listas independientes — Social/Google/Programmatic en A, C y E, o sea TRES columnas clave, no una. Sin columna de alcance, consistente con R-27. Se abrió por llamarse igual que la decisión editorial del 13/08 y no es eso
reuniones	Métricas digital	ignorar	seed	1							ESPEJO IMPORTRANGE de 1siyVJPV… · 0 de 25 Uno a uno (medido 15/08/2026, clave en A): sólo cubre Encuentro con vecinos. Se abrió por ser la única con Views y Visualizaciones-para-el-PRE es hueco abierto; NO lo cubre. Comparte las 961 filas con reuniones/Digital porque son la MISMA LISTA DE CAMPAÑAS, no porque sean la misma solapa: acá están las métricas, allá los metadatos. Tiene una columna Post que el frente del "1 a 1" va a querer mirar
reuniones	Digital | Base Post	ignorar	seed	1							ESPEJO IMPORTRANGE de 1siyVJPV… · 0 de 25 Uno a uno (medido 15/08/2026, clave en A): sólo cubre Encuentro con vecinos. Se abrió por ser POST, que es lo que la hacía candidata para la mitad POST de la lámina del "1 a 1"; no trae ninguno de sus encuentros
