caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
C-123,emin_secco_0910,emin_alcance / emin_clics_ctr,motor 2.117.760 y 6.175; equipo 2.080.277 y 6.941,digital,-,ventana vie 04/09 - jue 10/09; bloque DIGITAL de L-012,-,SUMA,abierto,"EL BLOQUE DIGITAL DE MINISTROS NO CIERRA Y EL DE MAIL DE AL LADO SI (V-138). Impresiones motor 2.117.760 contra equipo 2.080.277: +37.483, +1,8%. Clics motor 6.175 contra equipo 6.941: -766, -11%. LAS DOS DIFERENCIAS VAN EN DIRECCIONES OPUESTAS, asi que no es drift de la fuente: un acumulado que crece no baja los clics. || Y HAY UNA TERCERA CAJA QUE NO PUBLICA NADA: el casillero -Alcance- del mismo bloque sale VACIO - ni valor, ni /////, ni guion - porque la plantilla NO TIENE TOKEN AHI. El equipo publica 1.037.621. Un casillero vacio no es un hueco declarado: no aparece en FALTANTES, no cuenta como token sin fila y nadie se entera. Ver C-126, que es el defecto de marcado del que este numero es sintoma. || POR QUE abierto Y NO contradice: falta medir de que filas sale cada uno, y el marcado cruzado de C-126 hace que ni siquiera este claro que el token llamado emin_alcance tenga que medir alcance."
C-124,identidad_interna_secco_0910,"la fila TOTALES de L-021 en el deck DEL EQUIPO, contra sus propias filas por plataforma",ninguna de las seis identidades cierra en el deck del equipo,-,-,"deck del equipo del 10/09, las dos campanias destacadas",Impresiones / Vistas / Clics,SUMA,contradice,"EL DECK DEL EQUIPO NO CUMPLE LA IDENTIDAD QUE V-111 DIO POR BUENA, Y ESO CAMBIA COMO SE LEE TODA COMPARACION CONTRA SU FILA TOTALES. Operativo Muro: sus tres plataformas suman 37.081.184 impresiones y su TOTALES dice 23.426.534; vistas 16.798.748 contra 13.540.854; clics 34.582 contra 19.872. Su TOTALES de alcance (2.773.666) es ademas MENOR que el alcance de su propia fila Meta (3.989.984). Fin de la mafia: 29.152.487 contra 28.540.942 (delta 611.545), vistas 4.753.417 contra 4.608.820, clics 42.045 contra 41.356. || CADA FILA DEL EQUIPO ES INTERNAMENTE CONSISTENTE POR SEPARADO - su frecuencia TOTALES 8,4 es 23.426.534/2.773.666 y su frecuencia Meta 2,14 es 8.527.687/3.989.984 -, asi que no es un error de tipeo: LA FILA TOTALES SALE DE OTRO UNIVERSO QUE LAS FILAS DE ARRIBA. || CONSECUENCIA DE METODO, y es lo accionable: comparar el TOTALES del motor contra el TOTALES del equipo NO es comparar la misma pregunta. Las comparaciones validas de esta lamina son fila por plataforma. || NO ES UN DEFECTO DEL MOTOR ni manda a tocar nada del motor: es una propiedad del deck del equipo que hay que conocer antes de citarlo como testigo."
C-125,camp_universo_secco_0910,el tercer envio de la campania Operativo Muro,"el motor cuenta TRES envios (28/08, 29/08 y 02/09) y el equipo DOS (28/08 y 29/08)",digital,Directa Mail,campania Operativo Muro; L-022 del deck secco del 10/09,-,SUMA,contradice,"UN ENVIO DE DIFERENCIA QUE ARRASTRA TODO EL BLOQUE DIRECTA DE LA CAMPANIA. El motor suma un tercer envio del 02/09 - audiencia -No apertores del envio de...-, 178.221 enviados, 176.870 entregados, 64.042 aperturas - que el equipo NO atribuye a Operativo Muro. Por eso su GLOBAL dice 444.403 entregados y el del equipo 267.533, y por eso el contador de implementaciones de directa dice 3 donde el equipo dice 2. || LOS DOS PRIMEROS ENVIOS COINCIDEN AL DIGITO - 121.789 y 145.744 entregados, 31.138 y 55.326 aperturas -, asi que no hay dos criterios distintos de lectura: hay UNA FILA DE MAS. La pregunta es de atribucion, no de aritmetica. || LAS DOS EXPLICACIONES, y ninguna esta descartada: (a) el reenvio a no-apertores es parte de la campania y el equipo no lo cuenta, o (b) la cuenta con la que el motor recorta trae un envio de otra campania. Elegir sin medir seria inventar el faltante. || Y LO QUE HACE QUE ESTO NO SEA EL CASO DE FIN DE LA MAFIA: alli las CUATRO filas coinciden (V-135). El criterio no falla siempre: falla en esta campania. || DATO PARA QUIEN LO MIDA: 121.789 + 145.744 + 176.870 = 444.403 es la misma terna que el handoff del 09/09 cita como identidad interna de L-047 en jm, asi que el tercer envio tambien esta del lado jm."
C-126,marcado_plantilla_0910,"los tres pares de cajas cruzadas de L-018 y L-020 (implementaciones, aperturas contra clics, audiencias contra formatos) - los nombres estan en la nota, NO aca, y el motivo esta abajo",cada token en el casillero de su etiqueta,-,-,plantillas espejo SECCO_marcada.pptx (L-018 y L-020) y JM_marcada.pptx (L-016),-,-,cerrado,"CERRADO EL 10/09 A LAS 15:55: EL USUARIO CORRIGIO LA PLANTILLA VIVA. Medido con el conector de Drive sobre SECCO_marcada (1_ZKjWhL-bhCP8yHQ8PJ33ymyjSXu3thh7MKMOxB4-n8): modifiedTime 10/09 15:55 local, posterior a las TRES corridas del dia (04:30, 12:11 y 13:20), asi que ningun deck existente refleja todavia el arreglo. || POR QUE cerrado Y NO abierto: el defecto era real y esta corregido en el unico lugar donde vivia. La plantilla es del equipo (C-01) y la decision fue del usuario. NO se compenso desde el cableado - dar vuelta dos filas de MARCADORES habria sido un rodeo que desaparece entero al arreglar la causa. || LA CONDICION QUE LO VERIFICA, escrita como condicion y no como estado: en la proxima corrida de secco, la caja rotulada -Aperturas- del lado Directa tiene que publicar el GLOBAL de aperturas de mail de su propia L-022, y la rotulada -Clics- del lado Digital el TOTALES de clics de su propia L-021. Hoy publican al reves. Eso lo mira una corrida, no un documento. || LO QUE QUEDA SIN VERIFICAR Y VA DECLARADO: (a) el par (3) de L-018 - las seis cajas salen ///// , asi que ningun deck puede confirmarlo, ni antes ni despues del arreglo; (b) si el mismo cruce sigue en la plantilla de jm, que NO se midio y NO se hereda. || ⛔⛔ POR QUE token_propuesto NO NOMBRA LOS MARCADORES, y se descubrio corriendo el generador: la primera version de este caso los listaba - camp_dig_impl, camp_dir_impl, camp_aperturas, camp_clics, camp_ctor y los seis de L-018 - y CASOS_POR_MARCADOR_ los tomo como CLAVE: camp_clics, camp_ctor y camp_aperturas pasaron de exacto a cerrado, o sea que un caso sobre el MARCADO DE LA PLANTILLA les borro la validacion de su NUMERO y los saco de la lista de levantamiento de D-60. Lo cazo probar-guiones-grupos.js. Es la familia de C-115/C-117, que costo el corrector C-118 a C-121. ⇒ UN CASO DE MARCADO NO ES UN CASO DE VALOR y no puede compartir el espacio de claves. Los nombres viven en esta nota, que nadie parsea. || LOS ONCE TOKENS, para que se puedan buscar: camp_dig_impl y camp_dir_impl (par 1); camp_aperturas, camp_clics y camp_ctor (par 2); camp_formato1-3 y camp_audiencia1-3 (par 3, los seis SIN fila en MARCADORES, medido contra el padron del 10/09). || EL TEXTO ORIGINAL DEL CASO, que es la evidencia y no cambia: TRES PARES DE TOKENS CRUZADOS EN LA PLANTILLA: EL NUMERO ES CORRECTO Y EL CASILLERO NO. Medido por GEOMETRIA - coordenadas de cada caja - y confirmado por los valores que el deck publica. || (1) L-020, implementaciones: la caja del lado DIRECTA lleva {{camp_dig_impl}} y la del lado DIGITAL lleva {{camp_dir_impl}}. El deck lo prueba: Operativo Muro publica 26 del lado Directa y 3 del lado Digital, y su propia tabla de mail tiene TRES envios. || (2) L-020, aperturas contra clics: la caja rotulada -Aperturas- del lado Directa lleva {{camp_clics}} ({{camp_ctor}}%), que son los clics DIGITALES, y la caja rotulada -Clics- del lado Digital lleva {{camp_aperturas}}, que son las aperturas de MAIL. El deck lo prueba: 40.648 bajo Aperturas es el TOTALES de clics de su propia tabla digital, y 150.506 bajo Clics es el GLOBAL de aperturas de su propia tabla de mail. || (3) L-018, audiencias contra formatos: bajo la etiqueta -Audiencias- viven {{camp_formato1..3}} y bajo -Formatos- viven {{camp_audiencia1..3}}. HOY NO PUBLICA MAL PORQUE LOS SEIS SALEN /////, pero es el mismo defecto esperando a que alguien los cablee. El deck del equipo confirma que va al reves: bajo Audiencias escribe -Geo a los puntos de acceso...- y bajo Formatos -Video YouTube, Meta y Programmatic-. || ESTA EN LAS DOS PLANTILLAS: la geometria de JM_marcada.pptx L-016 es identica a la de SECCO_marcada.pptx L-020, token por token. || LAS DOS PLANTILLAS MEDIDAS SON LAS ESPEJO DE Plan Inicial/_archivo/Plantillas/, o sea EVIDENCIA FECHADA y no la plantilla viva. Para (1) y (2) el deck del 10/09 las confirma - los valores publicados solo se explican con el cruce -; para (3) no hay valores y la confirmacion es solo geometrica. || Y LA ESPEJO ESTA VIEJA EN OTRAS LAMINAS: su L-010 tiene 3 filas y 2 columnas con token, y la viva publica 4 filas y 7 columnas. No se toco ninguna plantilla: quien lo arregle escribe sobre la VIVA y hace backup antes (C-01)."
C-127,corrida_secco_0910,los 76 tokens que quedaron crudos en el deck,cero tokens crudos en un deck cerrado,-,-,deck secco del 10/09 12:03,-,-,retractado,"RETRACTADO EL MISMO DIA: LA CORRIDA CERRO Y EL DIAGNOSTICO ERA MIO Y ESTABA MAL. Lo reemplaza C-130. || QUE DECIA: -76 tokens crudos y cero simbolos de corte, y eso solo pasa si la barrida final no corrio-, con dos causas candidatas, las dos del tipo -el deck no esta terminado-. || POR QUE ERA FALSO, con la medicion al lado: el deck de la corrida secco-20260910-121156 se llama en Drive -Seguimiento SECCO-SSCDI vie 04/09 jue 10/09 Motor 12:03-, SIN el sello -en proceso-, y solo el cierre lo quita; su fila de CORRIDAS lista las CINCO etapas, la ultima a +82 s sobre un techo de 360. La corrida cerro. || ⛔ EL ERROR DE MEDICION QUE LO CAUSO, y se escribe porque la leccion vale mas que el caso: verifique -ninguna lamina escondida- mirando los PRIMEROS 400 BYTES del XML de cada slide, y el atributo show=-0- del tag <p:sld> cae mas adelante. Con la lectura correcta el deck tiene DIEZ laminas escondidas. Un lector que mira una ventana fija del archivo no falla: devuelve el resultado que uno esperaba. || LO QUE SI SIGUE SIENDO CIERTO Y SE MUDA A C-130: los cuatro contadores - 52 ///// , 76 crudos, 70 entre guiones, 0 del corte - y las familias de los crudos."
C-128,corrida_secco_0910,camp_titulo en L-023,el mismo texto que publica en L-021 y L-022 del mismo item,-,-,"deck secco del 10/09, las dos laminas de respuestas",-,-,retractado,"RETRACTADO EL MISMO DIA: NO ES EL ITEM 41 NI TIENE QUE VER CON D-47. Lo explica C-130. || QUE DECIA: que camp_titulo publica en L-021 y L-022 y sale ///// en L-023 del mismo item, y que eso era una segunda aparicion del sintoma de L-034 en otra plantilla. || POR QUE ERA FALSO: L-023 esta ESCONDIDA - slides 24 y 32 del deck - y el mapa token->objectId de la etapa 2 no la incluye: camp_titulo figura en el mapa para los slides 17-23 y 25-31, y NO para 24 ni 32. La resolucion nunca paso por esa lamina. || DE DONDE SALIO EL ///// ENTONCES, y es lo que lo vuelve inofensivo: la barrida final usa presentacion.replaceAllText, que es de DECK ENTERO. Como camp_titulo si esta en el mapa por sus laminas visibles, la barrida lo recorrio y le escribio ///// donde todavia estaba crudo - o sea en las escondidas, de rebote. || LO QUE ESTO NO TOCA: el item 41 de L-034 en jm sigue abierto tal como estaba. Lo que se retracta es haberlo dado por reproducido aca."
C-129,camp_alcance_secco_0910,camp_alcance en las DOS campanias,"Operativo Muro: motor 3.989.984 = equipo 3.989.984. Fin de la mafia: motor 872.827, equipo 1.320.482 en su fila Meta",digital,resumen_metricas_dinamico,las dos campanias del deck secco del 10/09,meta_alcance,ULTIMO,abierto,"EL MISMO TOKEN COINCIDE AL DIGITO EN UNA CAMPANIA Y NO EN LA OTRA, Y ESO ES NUEVO. C-94 cerro la diferencia de Fin de la mafia el 05/09 con una decision del usuario: el equipo no actualiza la base y su alcance sale de la plataforma, el motor lee bien. ESTE CASO NO LO REABRE: el 872.827 vuelve a publicarse identico seis dias despues, o sea que reproduce. || LO QUE AGREGA: en Operativo Muro - una campania que C-94 no miraba - el motor y el equipo publican EL MISMO NUMERO, 3.989.984. Si el equipo no actualizara la base nunca, no deberia coincidir nunca. || Y UN DATO QUE C-93 NO PODIA TENER: en el deck del 10/09 el equipo publica DOS alcances distintos para Fin de la mafia - 1.320.482 en su fila Meta y 1.271.754 en su TOTALES. El 1.271.754 con el que se comparo el 04/09 es el del TOTALES, y por C-124 esa fila sale de otro universo. La comparacion valida es contra la fila Meta: 872.827 contra 1.320.482. || POR QUE abierto: no cambia ninguna decision tomada - C-94 sigue cerrado y no se toca nada - pero deja registrada la fecha y el par de numeros que la explicacion vigente todavia no cubre."
C-130,corrida_secco_0910,"los 76 tokens crudos del deck, y por que sobreviven a una corrida cerrada",cero tokens crudos en LAMINAS VISIBLES,-,-,deck secco-20260910-121156,-,-,cerrado,"REEMPLAZA A C-127 Y A C-128, Y NO ES UN DEFECTO: ES EL DISENO. Los 76 crudos viven TODOS en laminas ESCONDIDAS. || LA MEDICION, en tres pasos que se pueden rehacer: (1) el deck tiene diez laminas escondidas - slides 4, 5, 6, 7, 24, 32, 34, 35, 36 y 37 - leyendo show=-0- en el tag <p:sld> completo; (2) las laminas CON crudos son exactamente esas nueve, la 35 es la unica escondida sin tokens; (3) de los 60 tokens crudos UNICOS, CERO estan en el mapa token->objectId que CORRIDAS guarda para esa corrida. || POR QUE PASA: esLaminaEscondida_ usa slide.isSkipped(), tokensVisiblesDe_ descarta los tokens que solo viven en escondidas, y barrerTokensNoAlcanzados_ itera EL MAPA. Lo que no entra al mapa no se barre. || ⭐ LA AFIRMACION CORRECTA, y es la que hay que usar de aca en mas: -ningun {{token}} crudo sobrevive a una corrida- vale para lo que se EMITE. En este deck hay CERO crudos en laminas visibles. || DE DONDE SALEN LAS NUEVE: cuatro son L-004 a L-007, que ya NO tienen fila en LAMINAS - las saco 2026-08-31_5 al dar de alta L-054 y L-055 -; las otras cinco son L-023, L-025, L-026, L-027 y L-028, que LAMINAS declara escondida=si. || LAS FAMILIAS DE LOS 76, que siguen valiendo: 26 camp_resp_* y camp_tasa_resp, 13 conv_*, 11 rep_*, 9 rrss_*, 9 et_*, 3 ecv_*, 3 u1_bench_*. || ⚠ LO QUE SI QUEDA COMO PREGUNTA, y no es de este caso: una lamina escondida con tokens crudos no aparece en ningun conteo de cobertura, asi que -escondida- y -sin cablear- se ven igual desde afuera. Hoy no hace dano porque no se emite."
C-131,corrida_secco_0910,"el estado de cierre de una corrida, y donde se lee","CORRIDAS con corte y pendientes, segun el prompt 2026-09-10_1",-,CORRIDAS,las cuatro corridas del 10/09,-,-,contradice,"LA HOJA CORRIDAS NO TIENE LAS COLUMNAS QUE EL METODO SUPONE. Sus nueve columnas son corrida_id, ejecucion, informe_id, periodo_id, deck_id, fecha_generacion, tokens_reemplazados, faltantes y mapa_tokens. NO existen corte ni pendientes. || CONSECUENCIA DE METODO: el invariante -corte implica pendientes >= 1- NO se puede evaluar contra esta hoja, y cualquier procedimiento que lo pida sobre CORRIDAS esta pidiendo un dato que no esta. || POR DONDE SI SE CONTESTA, medido hoy y con dos caminos que fallan distinto: (a) el TITULO del deck en Drive - el sello -en proceso- lo pone el motor y solo el cierre lo quita -, y (b) la columna faltantes, que trae el rastro de etapas y muestra si la quinta corrio. Para secco-20260910-121156 los dos dicen lo mismo: cerro, ultima etapa a +82 s. || ⚠ EL CAMINO (a) NO SOBREVIVE AL FIXTURE: el .zip trae el archivo renombrado a mano y un .pptx exportado de Google Slides no conserva docProps, asi que el sello solo se lee en Drive o en la fila. Un fixture no puede contestar si su propia corrida cerro."
V-140,emin_secco_0910,identidad interna de L-012: el % OR es aperturas / mails entregados,"171.218 / 984.590 = 17,39 % -> publica 17,4 %",reuniones,Agenda funcionarios,deck del motor del 10/09 12:03; ventana vie 04/09 - jue 10/09,-,PCT,exacto,"REEMPLAZA A LA COMPARACION CONTRA EL DECK DEL EQUIPO COMO CONTROL PRIMARIO DE LA LAMINA. Motivo: el deck del equipo publica valores CONGELADOS - los mismos numeros que el 04/09, seis dias sin moverse - y una tabla que no se actualiza no puede decidir sobre una que si. || Reproducido el 10/09: 171.218 / 984.590 = 17,3898 %, que redondeado a un decimal da 17,4 y es lo que la caja publica. || ⭐ POR QUE NO CADUCA, que es todo el punto: si la fuente se mueve, se mueven numerador y denominador JUNTOS y la igualdad sigue cerrando. Un control contra un valor congelado caduca cada vez que la fuente respira; uno contra una identidad, nunca. Se puede exigir en CADA corrida. || ⭐ Y HAY EVIDENCIA MEDIDA DE QUE HACIA FALTA, del mismo dia: el camino del motor dio 2.117.760 a las 12:11 y 2.152.615 despues - +1,6 % en el dia (diagEminAlcance, con las dos cachés encendidas). Con ese movimiento, un control por igualdad exacta contra un numero escrito habria dado ROJO sin que nada estuviera mal. || ⚠ LA TOLERANCIA ES LA DEL REDONDEO PUBLICADO, no una banda inventada: el deck publica UN decimal, asi que se compara el cociente redondeado a un decimal contra lo publicado. Una tolerancia porcentual elegida a ojo es una banda que se agranda sola el dia que algo falla. || ⛔⛔ LO QUE NO PRUEBA, y va en el caso: CONSISTENTE NO ES CORRECTO. Las tres cierran igual de bien si el universo entero esta mal - si emin_alcance_semanal trajera los encuentros de otra ventana, los tres cocientes seguirian cerrando. Son control de COHERENCIA, no de UNIVERSO, y el universo es la pregunta que C-101 abrio y que el corte por fecha del encuentro resolvio (C-106, V-137). || ⚠ Y UNA QUE NO CIERRA POR DISENO: la caja ALCANCE de la lamina queda SIN FUENTE y sin token - no hay alcance deduplicado por ventana en ninguna solapa de reuniones, medido el 10/09, misma forma que C-85 -. NO entra a ninguna identidad. El control declara 3 DE 3 SOBRE LAS QUE EXISTEN y nombra la que falta, para que un futuro 3 de 3 no se lea como la lamina completa. || POR QUE token_propuesto NO NOMBRA MARCADORES: el generador lo lee como CLAVE y D-60 levantaria un _revisar sobre una prueba que NO mira el valor, solo su coherencia. Es la leccion de C-115/C-117 y la misma decision que V-131 a V-133."
