caso_id,bloque,token_propuesto,valor_esperado,base,solapa,clave,columna,operacion,estado,nota
C-41,enc_impresiones,-,-,-,-,-,-,-,cerrado,"LA BASE TIENE UNA SOLA CUENTA POR ENCUENTRO; EL DECK PUBLICA DOS CAMPANIAS. Todo valor de base reproduce EXACTO un bloque y nunca el total: 3354 = PRE de San Cristobal (imp 42.500, clics 1.274); 3389 = PRE de N. Pompeya (imp 238.881, clics 1.072); 3346 se llama 'Agenda Post' y reproduce el bloque POST de Retiro. El hueco no es la solapa: es la segunda cuenta."
C-42,enc_impresiones,-,-,-,-,-,-,-,cerrado,"CONTESTA P-2: NO HAY ELECCION ENTRE LAS DOS FUENTES. digital/Digital 2026 acumulado y looker/DIGITAL devuelven el MISMO numero en las cuatro cuentas medidas (42.500 / 19.523 / 35.965 / 238.881). Los dos caminos de codigo llegan al mismo dato; elegir entre ellos no es una pregunta de datos."
C-43,enc_impresiones,-,-,looker,DIGITAL,Id cuentas vacio,-,-,cerrado,"14 FILAS DE looker/DIGITAL NO TIENEN Id cuentas Y DOS DE ELLAS SON DATO PUBLICADO. El bloque PRE de Retiro 24/07 esta ahi: Meta imp 75.021 / 965 clics y DV360 imp 284.353 / 430 clics, exactamente los valores del deck. El join por cuenta las tira en silencio. Mismo modo de falla que C-20 (estado vacio)."
C-44,m2_campanias,m2_campanias,-,-,-,-,-,LISTA + CUENTA(LISTA),cerrado,"CONTESTA P-3 Y FALSA LA PREMISA DEL 03/08. Los cuatro decks publican LISTA Y CONTEO, y el conteo iguala siempre las lineas de la lista: JM 19/06 '13 Proyectos'/13, JM 31/07 '12 Campanias'/12, SECCO 31/07 '11 Campanias'/11, SECCO 07/08 '13 Proyectos'/13. No es conteo en secco y lista en jm. La palabra (Campanias / Proyectos) es texto tipeado, no token."
X-18,m2_campanias,-,-,digital,Directa Mail,Tipo de mail CONTIENE M2; ventana 24-31/07,Nombre campaña | Directa,DISTINTOS,contradice,"QUINTO CASO DEL PATRON X-16/X-17. El deck JM 24-31/07 publica 12 campanias y 26 envios; la ventana trae 30 distintos crudos y 32 filas (1.323.298 enviados vs 1.380.172 publicados). La ventana viernes-jueves (24-30/07) da 25 filas / 1.260.274. Ninguna ventana reproduce el conteo ni la suma. La lista publicada esta agrupada a mano: las seis filas de 'Vacaciones de Invierno ... Plaza Comuna 5/7 (+Reprogramacion)' colapsan en una linea, 'Poda pre/post' en una."
C-45,m2_campanias,-,-,digital,Directa Mail,idem X-18,Nombre campaña | Directa,DISTINTOS,cerrado,"FALSADOR DE NORMALIZACION CUMPLIDO: 30 distintos crudos == 30 normalizados (plegando espacios, case y acentos). La pregunta de normalizacion no tiene consecuencia hoy y no debe generar codigo."
C-46,campania_destacada,alcance / clics,-,looker,ALCANCE y DIGITAL,-,-,-,cerrado,"CONTESTA P-4 POR ESTRUCTURA, NO POR NUMERO. looker/ALCANCE tiene Alcance y Frecuencia y NO tiene clics; looker/DIGITAL tiene Impresiones, Visualizaciones y Clics y NO TIENE COLUMNA DE ALCANCE. No son dos candidatas para lo mismo: cada una tiene exactamente una de las dos metricas. No hay decision de fuente que tomar."
A-11,campania_destacada,alcance / clics,-,looker,ALCANCE y DIGITAL,cuentas 3305-JULSEGGJ y 3410-JULSEGGJ,-,-,abierto,"DESVIOS MEDIDOS, deck JM 24-31/07. Egreso de mil cadetes: alcance 3.042.983 vs 3.178.282 publicado (-4,3%), clics 25.985 vs 25.594 (+1,5%). Operativo 1-11-14: alcance 1.016.280 vs 806.121 (+26,1%), clics 22.539 vs 18.043 (+24,9%), impresiones 10.444.108 vs 6.741.082 (+54,9%). 3410 corre 23/07-06/08 y mide por encima en las tres metricas: fuente acumulativa, se valida la regla y no el numero (C-26)."
C-47,enc_ciudad_atractiva_2506,-,-,-,-,-,-,-,cerrado,"EL ICEBERG COLAPSA CALL CENTER + IVR EN UNA LINEA. Deck JM 19/06-26/06 publica 'Call Center: 183 (22%)' y la fila rdv trae cc=136 e ivr=47. En cambio el deck del 28/07 (Orden Publico) publica las dos por separado (169 y 43). El desglose de canales del iceberg no tiene un mapeo fijo columna->linea."
C-48,enc_ciudad_atractiva_2506,-,-,-,-,-,%,REDONDEO,cerrado,"LOS PORCENTAJES DEL ICEBERG REDONDEAN, NO TRUNCAN. 250/844=29,6 -> 30 y 183/844=21,7 -> 22. Discrimina contra frecuencia, que trunca (V-72, V-76). Dos operaciones de redondeo distintas conviven en el mismo informe."
C-49,ecv_insc_dif,ecv_insc_dif,-,rdv,RVD JM-CM - ES,Figura=Jorge Macri,Difusión,-,cerrado,"POR QUE HOY RESUELVE sin_datos. De 75 filas JM de 2026, 29 tienen Difusion distinta de cero y la ultima es del 25/06/2026. Despues de esa fecha la columna deja de cargarse. Es un bloque condicional como IVR (C-31, C-38), no un token faltante: la plantilla lo conserva y el motor lo omite cuando el valor es vacio."
X-19,campania_destacada,frecuencia,-,-,-,-,impresiones/alcance,RATIO_TRUNCADO,contradice,"ERROR EN EL DECK, NO EN EL MOTOR. Lamina 17 del JM 24-31/07 publica Frecuencia 8,4 en TOTALES pero 28.253.288/3.178.282 = 8,89. Las otras tres campanias destacadas truncan bien a un decimal: 6.741.082/806.121=8,36 -> 8,3; 544.751/170.307=3,19 -> 3,1; 5.103.453/466.223=10,94 -> 10,9. Candidato a la seccion de errores publicados."
